name,dept,area,count,adjustedcount,year
Torsten Hoefler,ETH Zurich,hpdc,2,0.66667,2014
Torsten Hoefler,ETH Zurich,hpdc,2,1,2015
Torsten Hoefler,ETH Zurich,hpdc,2,0.66667,2016
Torsten Hoefler,ETH Zurich,hpdc,2,0.53333,2017
Torsten Hoefler,ETH Zurich,icde,1,0.25,2018
Torsten Hoefler,ETH Zurich,icml,1,0.16667,2021
Torsten Hoefler,ETH Zurich,ics,2,0.75,2011
Torsten Hoefler,ETH Zurich,ics,1,0.25,2013
Torsten Hoefler,ETH Zurich,ics,3,1.0333,2015
Torsten Hoefler,ETH Zurich,ics,1,0.5,2016
Torsten Hoefler,ETH Zurich,ics,1,0.33333,2019
Torsten Hoefler,ETH Zurich,ics,1,0.25,2021
Torsten Hoefler,ETH Zurich,isca,1,0.125,2021
Torsten Hoefler,ETH Zurich,micro,1,0.052632,2021
Torsten Hoefler,ETH Zurich,nips,2,0.5,2018
Torsten Hoefler,ETH Zurich,oopsla,1,0.25,2016
Torsten Hoefler,ETH Zurich,oopsla,2,0.45833,2020
Torsten Hoefler,ETH Zurich,oopsla,1,0.2,2021
Torsten Hoefler,ETH Zurich,pldi,1,0.25,2019
Torsten Hoefler,ETH Zurich,sc,1,0.33333,2007
Torsten Hoefler,ETH Zurich,sc,1,0.33333,2010
Torsten Hoefler,ETH Zurich,sc,1,0.5,2012
Torsten Hoefler,ETH Zurich,sc,3,0.83333,2013
Torsten Hoefler,ETH Zurich,sc,3,1.0333,2014
Torsten Hoefler,ETH Zurich,sc,2,0.7,2015
Torsten Hoefler,ETH Zurich,sc,4,1.1242,2016
Torsten Hoefler,ETH Zurich,sc,2,0.45,2017
Torsten Hoefler,ETH Zurich,sc,1,0.083333,2018
Torsten Hoefler,ETH Zurich,sc,9,1.7262,2019
Torsten Hoefler,ETH Zurich,sc,5,0.96786,2020
Torsten Hoefler,ETH Zurich,sc,6,1.4159,2021
Torsten Hoefler,ETH Zurich,sigmod,1,0.33333,2021
Torsten Hoefler,ETH Zurich,usenixatc,1,0.25,2020
Torsten Hoefler,ETH Zurich,usenixatc,2,0.45,2021
Torsten Hoefler,ETH Zurich,usenixsec,1,0.25,2021
Torsten Hoefler,ETH Zurich,vldb,1,0.2,2017
Torsten Hoefler,ETH Zurich,vldb,1,0.2,2019
Torsten Hoefler,ETH Zurich,vldb,1,0.055556,2021
Ueli Maurer,ETH Zurich,ccs,1,0.5,2010
Ueli Maurer,ETH Zurich,crypto,1,0.5,1989
Ueli Maurer,ETH Zurich,crypto,1,1,1990
Ueli Maurer,ETH Zurich,crypto,1,0.25,1991
Ueli Maurer,ETH Zurich,crypto,1,1,1992
Ueli Maurer,ETH Zurich,crypto,2,1.5,1994
Ueli Maurer,ETH Zurich,crypto,1,0.5,1996
Ueli Maurer,ETH Zurich,crypto,2,1,1997
Ueli Maurer,ETH Zurich,crypto,1,0.33333,1998
Ueli Maurer,ETH Zurich,crypto,1,1,1999
Ueli Maurer,ETH Zurich,crypto,2,0.75,2001
Ueli Maurer,ETH Zurich,crypto,1,0.5,2002
Ueli Maurer,ETH Zurich,crypto,1,0.33333,2004
Ueli Maurer,ETH Zurich,crypto,2,0.83333,2007
Ueli Maurer,ETH Zurich,crypto,1,0.5,2009
Ueli Maurer,ETH Zurich,crypto,1,0.25,2012
Ueli Maurer,ETH Zurich,crypto,2,0.66667,2013
Ueli Maurer,ETH Zurich,crypto,1,0.25,2016
Ueli Maurer,ETH Zurich,crypto,1,0.25,2017
Ueli Maurer,ETH Zurich,crypto,1,0.5,2020
Ueli Maurer,ETH Zurich,eurocrypt,1,0.33333,1987
Ueli Maurer,ETH Zurich,eurocrypt,1,1,1989
Ueli Maurer,ETH Zurich,eurocrypt,1,1,1990
Ueli Maurer,ETH Zurich,eurocrypt,2,1.5,1991
Ueli Maurer,ETH Zurich,eurocrypt,2,2,1992
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,1994
Ueli Maurer,ETH Zurich,eurocrypt,1,1,1997
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,1998
Ueli Maurer,ETH Zurich,eurocrypt,2,0.83333,2000
Ueli Maurer,ETH Zurich,eurocrypt,2,1.25,2002
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,2003
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,2004
Ueli Maurer,ETH Zurich,eurocrypt,1,0.25,2006
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,2007
Ueli Maurer,ETH Zurich,eurocrypt,1,0.5,2009
Ueli Maurer,ETH Zurich,eurocrypt,1,0.25,2013
Ueli Maurer,ETH Zurich,eurocrypt,1,0.2,2018
Ueli Maurer,ETH Zurich,eurocrypt,1,0.33333,2019
Ueli Maurer,ETH Zurich,focs,1,0.2,2013
Ueli Maurer,ETH Zurich,pets,1,0.2,2013
Ueli Maurer,ETH Zurich,sigmod,1,1,2004
Ueli Maurer,ETH Zurich,stoc,1,1,1991
Ueli Maurer,ETH Zurich,stoc,1,0.5,2000
Ueli Maurer,ETH Zurich,stoc,1,0.5,2002
Zhendong Su 0001,ETH Zurich,ase,1,0.5,2007
Zhendong Su 0001,ETH Zurich,ase,1,0.25,2009
Zhendong Su 0001,ETH Zurich,ase,1,0.2,2016
Zhendong Su 0001,ETH Zurich,ase,1,0.5,2020
Zhendong Su 0001,ETH Zurich,asplos,1,0.16667,2006
Zhendong Su 0001,ETH Zurich,asplos,1,0.33333,2022
Zhendong Su 0001,ETH Zurich,cav,1,0.5,2016
Zhendong Su 0001,ETH Zurich,ccs,1,0.25,2005
Zhendong Su 0001,ETH Zurich,fse,1,0.33333,2007
Zhendong Su 0001,ETH Zurich,fse,2,1,2008
Zhendong Su 0001,ETH Zurich,fse,1,0.5,2010
Zhendong Su 0001,ETH Zurich,fse,2,1,2012
Zhendong Su 0001,ETH Zurich,fse,2,0.66667,2013
Zhendong Su 0001,ETH Zurich,fse,1,0.33333,2014
Zhendong Su 0001,ETH Zurich,fse,1,0.5,2015
Zhendong Su 0001,ETH Zurich,fse,1,0.11111,2017
Zhendong Su 0001,ETH Zurich,fse,2,0.30952,2019
Zhendong Su 0001,ETH Zurich,fse,2,0.75,2020
Zhendong Su 0001,ETH Zurich,fse,1,0.33333,2021
Zhendong Su 0001,ETH Zurich,icse,1,0.33333,2004
Zhendong Su 0001,ETH Zurich,icse,2,1,2006
Zhendong Su 0001,ETH Zurich,icse,1,0.25,2007
Zhendong Su 0001,ETH Zurich,icse,3,1.3333,2008
Zhendong Su 0001,ETH Zurich,icse,2,0.75,2010
Zhendong Su 0001,ETH Zurich,icse,1,0.2,2012
Zhendong Su 0001,ETH Zurich,icse,3,0.86667,2015
Zhendong Su 0001,ETH Zurich,icse,1,0.33333,2016
Zhendong Su 0001,ETH Zurich,icse,1,0.16667,2017
Zhendong Su 0001,ETH Zurich,icse,3,0.525,2018
Zhendong Su 0001,ETH Zurich,icse,5,0.85397,2019
Zhendong Su 0001,ETH Zurich,icse,2,0.45833,2020
Zhendong Su 0001,ETH Zurich,icse,1,0.33333,2021
Zhendong Su 0001,ETH Zurich,ijcai,2,1,2015
Zhendong Su 0001,ETH Zurich,ijcai,1,0.5,2016
Zhendong Su 0001,ETH Zurich,issta,1,0.16667,2008
Zhendong Su 0001,ETH Zurich,issta,2,0.7,2009
Zhendong Su 0001,ETH Zurich,issta,2,0.75,2010
Zhendong Su 0001,ETH Zurich,issta,1,0.33333,2015
Zhendong Su 0001,ETH Zurich,issta,1,0.25,2016
Zhendong Su 0001,ETH Zurich,issta,1,0.14286,2021
Zhendong Su 0001,ETH Zurich,mobisys,1,0.33333,2013
Zhendong Su 0001,ETH Zurich,ndss,1,0.33333,2014
Zhendong Su 0001,ETH Zurich,oakland,1,0.16667,2006
Zhendong Su 0001,ETH Zurich,oopsla,1,0.2,2010
Zhendong Su 0001,ETH Zurich,oopsla,1,0.2,2011
Zhendong Su 0001,ETH Zurich,oopsla,1,0.25,2012
Zhendong Su 0001,ETH Zurich,oopsla,2,0.75,2013
Zhendong Su 0001,ETH Zurich,oopsla,1,0.2,2014
Zhendong Su 0001,ETH Zurich,oopsla,2,0.66667,2015
Zhendong Su 0001,ETH Zurich,oopsla,1,0.33333,2016
Zhendong Su 0001,ETH Zurich,oopsla,1,0.33333,2019
Zhendong Su 0001,ETH Zurich,oopsla,3,0.95833,2020
Zhendong Su 0001,ETH Zurich,oopsla,2,0.375,2021
Zhendong Su 0001,ETH Zurich,osdi,1,0.5,2020
Zhendong Su 0001,ETH Zurich,osdi,1,0.2,2021
Zhendong Su 0001,ETH Zurich,pldi,1,0.25,1998
Zhendong Su 0001,ETH Zurich,pldi,1,0.5,2007
Zhendong Su 0001,ETH Zurich,pldi,1,0.25,2013
Zhendong Su 0001,ETH Zurich,pldi,1,0.33333,2014
Zhendong Su 0001,ETH Zurich,pldi,1,0.2,2016
Zhendong Su 0001,ETH Zurich,pldi,2,0.83333,2017
Zhendong Su 0001,ETH Zurich,pldi,2,0.5,2018
Zhendong Su 0001,ETH Zurich,pldi,1,0.5,2019
Zhendong Su 0001,ETH Zurich,pldi,2,0.83333,2020
Zhendong Su 0001,ETH Zurich,popl,1,0.33333,2000
Zhendong Su 0001,ETH Zurich,popl,1,0.2,2002
Zhendong Su 0001,ETH Zurich,popl,1,0.5,2006
Zhendong Su 0001,ETH Zurich,popl,1,0.25,2013
Zhendong Su 0001,ETH Zurich,popl,1,0.5,2017
Zhendong Su 0001,ETH Zurich,popl,1,0.16667,2020
Zhendong Su 0001,ETH Zurich,usenixatc,1,0.25,2015
Zhendong Su 0001,ETH Zurich,usenixsec,1,0.33333,2011
Zhendong Su 0001,ETH Zurich,usenixsec,1,0.16667,2014
